match_id,radiant_adv_nw,radiant_adv_xp,radiant_adv_lh,radiant_win
26360,-895,-938,-16,False
26361,4935,4777,82,True
26362,-1017,-2974,-96,False
26363,-713,-1405,-27,False
26364,-194,-1306,-33,True
26365,-4086,-5389,-39,False
26366,-3759,-1180,-33,False
26367,452,92,41,False
26368,-6310,-6791,-76,False
26369,7810,5179,24,True
26370,-1584,-2964,-65,False
26371,-522,575,7,True
26372,2507,3090,-5,False
26373,-1748,-388,-36,False
26374,1295,2227,51,True
26375,6167,3909,75,True
26376,-5738,-3335,-58,False
26377,-852,-4615,-2,False
26378,-1767,-411,-81,False
26379,468,389,17,True
26380,6838,3876,80,False
26381,-8845,-4324,-109,False
26382,160,303,-62,True
26383,-4359,-5397,-81,False
26384,-1137,19,18,True
26385,4761,4328,78,False
26386,4458,5179,53,True
26387,742,188,34,False
26388,-1948,-2077,-25,True
26389,4618,7112,70,True
26390,7182,6526,128,True
26391,-204,-369,-6,False
26392,-1773,-1426,-23,True
26393,1175,-1486,-35,False
26394,1179,1901,-17,True
26395,6745,7294,55,True
26396,8799,5197,12,True
26397,4404,5818,39,True
26398,-9049,-3829,-75,False
26399,-1846,-900,-58,True
26400,-1562,-1810,-8,False
26401,-1828,-2921,-79,False
26402,6065,6245,106,True
26403,2586,329,-2,True
26404,3120,5088,32,True
26406,2801,-387,42,True
26407,-7209,-5726,-50,False
26408,-2070,516,-9,False
26409,-8479,-7898,-161,True
26410,3740,3414,93,False
26411,-3775,-6043,-16,False
26412,-3389,-1654,11,False
26413,4402,5763,108,True
26414,-3324,-4709,-11,False
26415,2769,2682,33,False
26416,-4226,-4430,-112,False
26417,1404,-1136,64,False
26418,-3671,-4330,19,False
26419,-1527,-946,28,False
26420,245,2791,-26,False
26421,3920,4622,47,True
26422,1957,1882,-17,True
26423,1607,-716,-16,True
26424,-472,1342,21,True
26425,5288,959,52,False
26426,5502,6113,19,True
26427,712,-1415,-19,False
26428,5580,4513,43,True
26429,1941,958,56,True
26430,2030,3622,-24,True
26431,174,-687,-11,True
26432,3297,2664,4,True
26433,1054,-747,-77,True
26434,-1308,-805,-19,True
26435,2195,1628,37,True
26436,-4589,-5551,25,False
26437,-457,-974,-2,False
26438,4935,1769,55,False
26439,2362,-1968,-20,True
26440,-1349,-3935,-31,False
26441,203,-2639,67,True
26442,1803,973,-27,True
26443,-2565,-3322,-36,False
26444,2762,2610,10,False
26445,2632,6393,16,False
26446,2504,4757,105,True
26447,10629,11472,106,True
26448,-1646,-1166,-104,True
26449,5682,5582,67,False
26450,-7428,-5949,-85,False
26451,-2473,-2636,-36,False
26452,-4114,-6564,-64,False
26453,88,2104,-23,True
26454,3171,3572,13,True
26455,-1670,3253,26,False
26456,-5000,-5295,-9,False
26457,-3477,-4230,-52,False
26458,-2042,-1916,-26,True
26459,419,-978,30,False
26460,4761,2893,-11,True
26461,7837,7978,51,False
26462,5645,8383,-21,True
26463,-1085,570,-27,True
26464,-1777,-728,-104,True
26465,-4312,-2628,-48,False
26466,-4043,-6286,-115,False
26467,6477,5345,46,True
26469,1178,3419,-20,True
26470,9072,8451,67,True
26471,5110,5721,52,True
26472,-1164,-1831,-52,False
26473,-5357,-5401,-57,False
26474,-67,194,-83,True
26475,-86,684,0,False
26476,1131,1565,9,True
26477,1992,-1091,3,False
26478,2769,2896,23,False
26479,-875,480,-15,False
26480,-3641,-2473,-32,True
26481,-2959,-3524,31,True
26482,1571,3322,-29,True
26483,-3682,-11350,-119,False
26484,224,2016,7,True
26485,89,3093,-58,False
26486,1159,974,95,False
26487,-3283,-6027,-70,False
26488,-3480,-2672,11,False
26489,771,263,8,True
26491,-3051,-1077,28,True
26492,-1560,-3161,-44,True
26493,-7308,-6429,-87,False
26494,1242,5461,-16,True
26495,1449,-1402,19,True
26496,-1658,-1906,7,False
26497,7822,7791,90,False
26498,-6256,-2853,-73,False
26499,-4862,-6334,-41,False
26500,6130,2334,-19,True
26501,872,1533,36,False
26502,1972,4426,-1,True
26503,2947,3573,60,False
26504,-1705,-4094,9,True
26506,3706,2356,30,True
26507,9312,8391,60,True
26508,-1672,-3945,1,True
26509,-2501,-4300,41,True
26510,693,264,-32,True
26511,5196,4263,22,False
26512,11338,11684,101,True
26513,1358,850,18,True
26514,3350,2908,39,False
26515,-4227,-5333,5,False
26516,-4500,-2847,-34,False
26517,10631,9393,39,True
26518,10194,9225,75,True
26519,-463,-877,44,False
26520,-1053,-4086,-2,True
26521,-3722,-2376,-26,False
26522,-7012,-5448,0,False
26523,-8044,-7434,-94,True
26524,-6864,-9659,-4,False
26525,2810,588,16,False
26526,-1921,614,-14,False
26527,972,-250,25,True
26528,-850,-655,-1,True
26529,2494,5170,-13,False
26530,1326,3920,-38,False
26531,3735,3282,62,False
26532,-4604,-7587,13,False
26533,25119,15058,117,True
26534,-285,56,-22,True
26535,-3095,-5288,-34,True
26536,225,1423,-15,True
26537,3442,958,79,False
26538,372,600,-36,False
26539,4858,2076,55,True
26540,-70,-42,-3,True
26541,1923,-4921,-61,False
26542,-2875,155,-49,True
26543,1126,541,7,False
26544,-1617,49,-52,False
26545,1635,-739,24,True
26546,-818,-3248,28,True
26547,2786,3709,30,False
26548,-5438,-7641,16,False
26549,-1358,-3727,32,False
26550,174,-299,22,False
26551,-2919,-2418,-61,True
26552,4207,3821,82,False
26553,4394,6094,77,False
26554,-286,-589,-2,True
26555,917,2641,2,False
26556,5606,3825,60,True
26557,-427,-2965,1,True
26558,-3849,-4749,-40,False
26559,-3085,-1848,-26,False
26560,5943,6911,1,True
26561,1662,2386,43,True
26562,8801,8142,54,True
26563,-4487,-2257,-47,False
26564,-426,-2095,12,False
26565,3725,2404,26,True
26566,-142,1406,-42,True
26567,4312,3432,53,True
26568,565,538,7,True
26569,3846,6271,2,True
26570,-2760,-3815,-56,False
26571,185,-1976,20,True
26572,6296,3293,66,True
26573,-8849,-7347,-110,False
26574,-1283,2,4,False
26575,-982,-881,16,True
26576,-4122,-2984,-41,True
26577,-1008,1265,-48,True
26578,-5796,-3703,-189,False
26579,-2417,-3143,-92,True
26580,-4341,-1512,13,False
26581,-3410,-6059,-30,False
26582,2698,4031,49,True
26583,5871,5677,88,False
26584,-3421,-4481,-54,True
26585,-1289,-6140,-18,False
26586,-3989,-8461,-3,False
26587,1404,-2836,-20,False
26588,-4665,-4241,-45,False
26589,-7502,-4088,-68,True
26590,7029,6079,66,True
26591,-5243,-5701,-57,False
26592,2015,909,33,True
26593,5595,4251,11,True
26594,8881,5058,11,False
26595,3623,4607,16,True
26596,308,78,13,True
26597,-1241,-2792,52,False
26598,457,24,-107,True
26599,2382,983,11,False
26600,-1392,-493,-12,False
26601,5378,7723,23,True
26602,1658,-564,-57,False
26603,-6315,-7389,-73,False
26604,-1853,-6193,-48,True
26605,-365,-1966,-1,True
26606,-9454,-10105,-124,False
26607,-8346,-5848,-98,False
26608,8358,5911,97,True
26609,3730,158,5,True
26610,-8335,-6418,-70,True
26611,7681,6664,78,True
26612,-4588,-1497,-30,False
26613,4371,4702,80,True
26614,-1214,-4407,-5,False
26615,-2539,-6263,-4,True
26617,-247,-1349,1,True
26618,-6674,-3209,-55,False
26619,-5248,-3668,-53,False
26620,-1804,-366,19,True
26621,1635,3855,50,True
26622,3283,2370,-27,False
26623,-172,1621,-38,False
26624,2695,1961,10,False
26625,-2137,-1397,-48,False
26626,-6003,-8008,-20,False
26627,1594,1241,32,True
26628,-547,49,-100,True
26629,1325,2077,-13,True
26630,406,4800,-6,True
26631,-5726,-4598,-18,True
26632,1436,133,25,False
26633,2635,1942,-42,True
26634,4140,6547,34,True
26635,4286,5242,39,True
26636,3975,1774,70,False
26637,-4167,-960,-62,False
26638,3609,-2473,-9,False
26639,1125,-548,-19,True
26640,6160,5489,77,True
26641,915,-438,-25,True
26642,-1287,-733,14,False
26643,-1636,-2768,-41,True
26644,-13145,-7432,-111,False
26645,-5282,-9589,-80,True
26646,-8044,-7268,-8,False
26647,3980,2490,6,True
26648,4031,4008,59,True
26649,-1536,-439,2,False
26650,-2690,-1101,-60,True
26651,-6415,-10029,-11,False
26653,-3006,-3866,-105,False
26654,7020,7694,66,True
26655,8315,4197,126,True
26656,100,-3563,-31,True
26657,-4264,-3803,-57,True
26658,1607,266,29,True
26659,831,-1526,21,True
26660,1154,1079,-6,True
26661,1506,2261,-17,False
26662,3358,1940,-40,True
26663,-4684,-3446,-45,True
26664,4014,723,-20,False
26665,-2377,-2839,-63,False
26666,-3937,-1804,32,False
26667,5455,3804,-31,True
26668,514,2771,73,True
26669,-2172,318,-15,False
26670,-3758,-4180,33,False
26671,-4762,-4187,26,True
26672,276,-878,5,False
26673,108,-223,11,False
26674,-3926,-1607,-16,True
26675,9398,9876,102,True
26676,-5242,-8401,-59,False
26677,5586,1857,45,True
26678,1744,-446,26,True
26679,3395,7139,11,True
26680,7831,9706,103,False
26681,-3076,-1060,-65,False
26682,635,120,-23,False
26683,-2178,-3602,-20,False
26684,-43,966,-12,True
26685,-6634,-4634,-38,True
26686,151,-1587,-34,True
26687,1167,4764,63,True
26688,-2516,-4231,12,False
26689,-694,-2501,-30,True
26690,3803,3780,-39,True
26691,-150,2365,-21,False
26692,-1162,-1420,-21,False
26693,241,1721,-18,True
26694,-4831,-3417,-43,False
26695,-811,-1500,-13,True
26696,1950,3207,-39,True
26698,8105,7465,104,False
26699,3475,3633,-25,True
26700,842,-1480,52,False
26701,1919,3294,58,True
26702,-7007,-3196,-38,False
26703,5206,2255,91,True
26704,1817,1411,47,True
26705,3607,4216,-62,True
26706,-2541,-3550,-26,False
26707,6506,4268,-16,True
26708,389,967,-33,False
26709,-452,2082,-23,False
26710,1882,534,-71,True
26711,-2198,-1187,-50,False
26713,1664,3726,35,False
26714,2622,2135,-22,False
26715,2395,3997,29,False
26716,1418,-1728,-5,False
26717,-1208,-1551,-5,True
26718,5685,1652,26,True
26719,2637,1215,48,True
26720,-7827,-10128,-50,False
26721,-2076,-8014,-17,False
26722,-2688,-1067,-62,True
26723,-410,-230,-45,False
26724,-1931,-4237,33,False
26725,1810,-878,52,False
26726,885,1062,-60,True
26727,-10939,-9384,-90,True
26728,2681,3768,-19,True
26729,705,-3308,-59,False
26730,3290,825,-6,True
26731,-1333,431,-27,True
26732,-3789,-2631,-40,False
26733,1273,-268,-10,True
26734,4253,5550,15,True
26735,-1027,-1162,-3,True
26736,5596,1542,49,True
26737,-3329,-3834,-17,True
26738,891,1731,-4,True
26739,-3869,-4546,-2,True
26740,1610,-2,-20,False
26741,-1836,177,25,False
26742,684,2374,18,True
26743,5329,-381,44,True
26744,-2049,-3634,13,False
26745,-2600,-1904,-92,True
26746,-3689,-2625,-90,True
26747,-4540,-4962,-25,False
26748,-4813,-3637,-24,False
26749,-231,977,60,False
26750,224,-1617,0,True
26751,3558,5260,91,False
26752,-2046,-1584,-15,False
26753,-13492,-15193,-128,False
26754,1204,-1123,24,False
26755,-955,421,-20,False
26756,1605,-1570,55,False
26757,587,666,57,False
26758,1624,522,-4,False
26759,-1498,2930,29,True
26760,-3338,-2708,-55,False
26761,-1322,-1252,-15,True
26762,1154,1755,38,True
26763,421,594,-58,True
26764,-3418,-4364,-11,False
26765,11549,11248,23,True
26766,5568,4622,40,False
26767,-9606,-10206,-59,False
26768,4788,1663,53,True
26769,-402,2064,-19,True
26770,1309,911,25,True
26771,-2236,-3509,-68,False
26773,4864,7326,50,True
26774,-2039,-1879,-43,True
26775,-2015,-4134,-17,False
26776,1495,548,14,False
26777,-6206,-4513,8,False
26778,-8957,-9068,-114,False
26779,822,1118,42,True
26780,2394,3069,16,True
26781,-3007,-4586,-6,False
26782,3812,811,74,True
26783,-3141,-5571,-66,False
26784,407,-254,-7,True
26785,5085,5600,49,True
26786,-3236,-3747,-14,False
26787,1073,-3499,34,True
26788,-5579,-4660,-39,False
26789,1855,1790,-12,True
26790,1631,3282,55,True
26791,-175,-1386,39,False
26792,-4417,-5651,-33,False
26793,210,788,4,False
26794,10305,8689,65,True
26795,377,-252,-17,True
26796,-445,-251,-26,False
26797,-13394,-11931,-82,False
26798,9910,11176,36,False
26799,-2885,-3185,-24,True
26800,-2449,-2171,-74,False
26801,390,-1209,18,False
26802,-1499,-2880,-7,True
26803,-5016,-2511,64,True
26804,-7578,-5153,-45,False
26805,2484,-542,74,True
26806,-10864,-7384,-81,False
26807,2823,8523,82,True
26808,-5441,-3734,-99,False
26809,-3635,-4153,27,False
26810,5659,10803,10,True
26811,-3590,-3692,-89,False
26812,-2601,-3041,-54,False
26813,-2814,-3778,-16,False
26814,5151,3064,74,True
26815,5319,5750,-1,True
26816,-5653,-8345,-77,False
26817,-3655,-7032,-14,True
26818,1184,-947,34,True
26819,4344,2956,28,True
26820,1087,1126,12,True
26821,-594,31,-33,True
26822,-2012,-3581,-63,True
26823,4722,3758,7,False
26824,-1351,1367,29,False
26825,-3817,-4796,-41,False
26826,-2923,789,-37,False
26827,7819,5692,11,True
26828,945,-956,-33,False
26829,11647,7882,67,True
26830,7246,7538,103,True
26831,-2228,-2918,40,False
26832,-1945,-2897,-33,False
26833,-1603,1255,-16,True
26834,-11846,-9994,-110,False
26835,5666,5525,4,True
26836,-5333,-2954,-17,False
26837,1139,950,14,False
26838,-12,-131,-89,True
26839,1478,1011,-37,True
26840,-778,-2660,-10,False
26841,2862,3515,-21,True
26842,-648,-2960,-70,False
26843,-796,-488,-54,False
26844,8006,5129,59,True
26845,2549,-283,12,False
26846,-3021,-3091,-22,False
26847,-10902,-8602,-126,False
26848,4740,8230,87,True
26849,1339,3007,32,False
26850,-9116,-5399,-71,False
26851,-1074,-2862,27,False
26852,-232,2972,-11,True
26853,-8469,-10704,-165,False
26854,5626,2467,102,True
26855,-1736,-3361,-6,True
26856,5064,3654,71,True
26857,3183,1321,5,True
26858,-805,-1524,33,True
26859,-2376,-3429,38,False
26860,-9365,-7938,-84,False
26861,5737,6848,-10,True
26862,1262,1685,0,True
26863,888,3444,-17,True
26864,-2160,-112,-5,False
26865,-2631,-1213,12,True
26866,-2314,-1347,9,True
26867,-943,-1281,13,False
26868,-3866,-2255,-20,True
26869,740,2232,38,True
26870,-847,-2009,-14,True
26871,2037,3251,64,True
26872,-2604,-2180,-9,False
26873,735,-1062,24,False
26874,-2620,-7195,-30,False
26875,-2551,-1456,-72,False
26876,-8255,-6308,-41,False
26877,522,2484,43,True
26878,1179,2444,-52,True
26879,-2350,-2333,33,False
26880,7677,7988,52,True
26881,5324,2581,-30,True
26883,390,2104,-3,False
26884,11688,2974,12,True
26885,4740,2897,129,True
26886,1432,4107,63,False
26887,5663,3147,67,True
26888,4302,3577,25,True
26889,588,61,39,False
26890,-358,-2539,-10,True
26891,903,194,-27,False
26892,4178,4552,85,True
26893,-12318,-12540,-90,False
26894,14736,14437,161,True
26895,-1104,-2622,-53,False
26896,998,-1856,15,False
26897,-767,1119,-15,True
26898,10335,7360,83,True
26899,3535,3048,5,True
26900,-1615,-3886,47,False
26901,-4946,-4950,-29,False
26902,-45,483,-57,True
26903,3777,2513,-2,True
26904,961,1993,4,False
26905,4592,1241,59,True
26906,964,-1274,-28,True
26907,-4448,-3008,-22,True
26908,4490,-48,73,True
26909,5483,4689,23,True
26910,-3889,39,-2,True
26911,4509,7111,26,True
26912,3147,3301,42,True
26913,-79,-1445,6,True
26914,1238,2629,28,True
26915,1278,-322,1,False
26916,10581,11258,124,True
26917,-3217,-1521,-85,False
26918,5412,3116,53,True
26919,5111,7274,21,True
26920,5963,6108,41,True
26921,-6151,-3047,-68,False
26922,1441,2549,-25,True
26923,-1285,-2485,-30,True
26925,-7684,-8862,-108,False
26926,-1869,-2072,1,True
26927,-3068,-1464,28,False
26928,-911,-1039,-7,False
26929,3964,2419,64,True
26930,3039,3736,-7,False
26931,3876,8649,59,True
26932,-943,-462,-56,True
26933,-2915,-1246,-22,False
26934,5500,3183,33,True
26935,7353,7277,139,True
26936,-2371,367,62,True
26937,3560,4150,76,True
26938,1781,2760,58,True
26939,-1719,-37,-33,False
26940,-4077,-8430,16,False
26941,-20,3422,-12,False
26942,-1400,-3204,-8,False
26943,4843,4721,48,True
26944,2663,3592,107,True
26945,1540,2244,25,True
26946,2340,930,21,True
26947,721,1718,-19,False
26948,2098,-802,78,True
26949,206,3287,41,False
26950,5649,8345,96,True
26951,2402,2510,19,True
26952,-1350,-777,-50,True
26953,873,1857,-9,False
26954,4891,5839,47,True
26955,1691,118,15,False
26956,4300,1702,57,True
26957,3386,2663,80,False
26958,10716,7475,112,True
26959,7814,7130,44,True
26960,1517,2224,26,True
26961,10385,9553,47,True
26962,-3570,-5071,-6,False
26963,-1233,-2364,-4,False
26964,-5843,-9024,-46,False
26965,2974,3574,63,True
26966,1390,-101,21,False
26967,-2907,-1812,-74,False
26969,4826,3642,111,True
26970,3082,115,-1,False
26971,244,105,2,True
26972,-2493,-3400,-8,True
26973,-2157,-3717,-45,True
26974,1735,-432,8,True
26975,-2766,-2892,-74,False
26976,-995,-2505,-48,False
26977,-5438,-5786,-29,True
26978,-1555,-1017,-41,True
26979,-3023,-3103,-6,False
26980,-1384,-3163,6,False
26981,-3496,-2270,-53,False
26982,1488,3194,-5,True
26983,2090,2542,-16,False
26984,61,-1797,18,True
26985,-3268,-2801,-16,False
26986,412,239,-2,True
26987,-1202,-116,-30,False
26988,2356,2425,26,True
26989,-2927,-2807,2,False
26990,186,-911,-37,False
26991,55,1561,10,False
26992,1627,3660,10,True
26993,-3631,-2964,-53,False
26994,-11232,-9927,-65,False
26995,-82,574,28,True
26996,-6160,-4530,-27,True
26997,7567,8346,104,False
26998,9228,9019,69,True
26999,-434,-3591,29,True
27000,-2562,-2247,-12,False
27001,-6289,-2741,24,False
27002,7210,6114,107,True
27003,-5610,-4409,-9,True
27004,-932,828,-4,False
27005,-3956,-5169,-39,False
27006,336,54,-32,True
27007,-71,-794,-83,False
27008,2184,-472,24,True
27009,-6299,-3947,-73,False
27010,3777,5083,18,True
27011,-2193,-420,-60,True
27012,3493,3426,53,False
27013,-449,-3239,51,True
27014,-2834,4905,-31,True
27015,-1863,-1402,-41,False
27016,2869,3201,-32,False
27017,663,4204,54,False
27019,457,-1507,-59,False
27020,4316,6724,43,False
27021,-5221,-3046,-9,False
27022,-3646,-1995,-32,True
27023,-443,-2015,-4,False
27024,2821,3047,-2,False
27025,-8232,-8528,-16,False
27026,2822,4509,40,False
27027,1775,1675,39,True
27028,-2045,-1407,-41,True
27029,4790,5805,73,False
27030,-2073,-2919,1,True
27031,2639,3677,22,True
27032,2752,3698,-27,True
27033,1317,3064,54,False
27034,-1276,-171,-73,True
27035,-798,949,-54,False
27036,1523,865,49,True
27037,-3321,-2658,-33,False
27038,-1012,-2712,-12,True
27039,110,1221,-30,False
27040,-3660,-2245,-42,False
27041,-1412,-936,15,False
27042,7766,7848,77,True
27043,1676,154,41,True
27044,4674,3397,61,False
27045,1574,1419,12,False
27046,-113,0,-29,False
27047,-3499,-3663,-1,False
27048,-461,-3121,39,True
27049,5731,3361,71,True
27050,-110,1328,41,False
27051,2798,2483,21,True
27052,2098,4692,37,True
27053,351,-3918,10,False
27054,2761,4745,43,True
27055,1428,3173,25,True
27056,-7052,-10411,-73,False
27057,4039,6983,0,True
27058,-6774,-6991,18,False
27059,1289,1747,81,True
27060,-1746,610,-26,False
27061,-2777,-2338,-36,True
27062,-1335,-2717,-59,False
27063,34,662,23,False
27064,-66,981,-42,False
27065,3278,3243,-3,True
27066,-9264,-8504,-124,False
27067,1006,2126,24,True
27068,2766,1764,-2,True
27069,4954,5441,25,True
27070,-3997,-2209,34,True
27071,-1062,1237,9,True
27072,5450,2833,29,True
27073,-5047,-4227,-37,False
27074,-7530,-5931,-5,False
27075,4508,2755,0,True
27076,3434,3439,8,True
27077,849,482,-29,True
27078,-2635,-3724,-68,False
27079,-795,-768,-12,True
27080,-3941,-4521,-77,False
27081,1935,517,6,True
27082,1529,2120,46,True
27083,5357,6737,50,True
27084,295,147,-3,False
27085,3465,3586,-29,False
27086,2295,1818,-56,False
27087,-9261,-8058,-93,False
27088,614,4476,48,True
27089,3,-2361,20,False
27090,-3283,-3080,-14,True
27092,12946,8929,106,True
27093,-894,1493,-46,False
27094,7554,8066,58,True
27095,-5695,-5631,-43,False
27096,4923,1533,71,True
27097,851,171,-26,False
27098,297,-1861,31,True
27099,2792,5192,57,False
27100,1163,1358,21,True
27101,-79,182,13,False
27102,3679,3152,45,False
27103,-2686,-2648,18,True
27104,1413,2975,-14,False
27105,3273,573,-16,True
27106,-2647,-2862,-34,True
27107,7053,3485,93,True
27108,25,-3460,-16,True
27109,50,-4348,-26,True
27110,5823,1371,70,True
27111,8392,4593,29,True
27112,-2008,-2898,-27,True
27113,2546,1703,-19,True
27114,-2315,-4620,-62,False
27115,-7757,-8605,-75,False
27116,1558,1041,31,True
27117,-1329,406,-6,True
27118,1140,-102,-16,True
27119,5493,2992,27,False
27120,-2094,-3529,-59,True
27121,4161,7752,-34,True
27122,2266,4291,37,True
27124,1620,-2089,-27,False
27125,2337,1458,-6,True
27126,-2833,40,-77,False
27127,4221,3638,4,True
27128,-1504,-1672,-25,False
27129,-3715,-4864,-2,True
27130,558,-1875,3,False
27131,-168,523,38,False
27132,-4625,-1951,-27,False
27133,495,-1254,-37,True
27134,-152,-585,40,True
27135,-4946,-4152,-22,True
27136,805,281,14,True
27137,-2060,-1003,33,False
27138,6750,5262,17,True
27139,-700,-4110,39,False
27140,-1211,-1432,-14,False
27141,235,-618,27,True
27142,1872,93,20,True
27143,1176,2786,73,False
27144,519,-917,-49,False
27145,12071,8232,57,True
27146,1222,1740,11,True
27147,-3565,-415,-7,False
27148,-3547,-3453,-16,False
27149,3394,2935,43,True
27150,-7806,-9595,-65,False
27151,-8279,-8130,-36,False
27152,-3631,-3406,52,False
27153,378,-167,44,False
27154,779,1113,25,True
27155,1235,1497,31,False
27156,463,666,2,True
27157,2643,1859,-65,False
27158,-3080,-665,-91,True
27159,-6423,-4265,-77,False
27160,-3592,-6076,6,False
27161,-5113,-4483,-105,False
27162,-3103,-1702,30,False
27163,8202,5973,72,True
27164,-4152,-4276,-40,False
27165,-2395,-2844,0,False
27167,1394,1821,-20,True
27168,1006,-764,-38,False
27169,2212,4689,46,True
27170,-6731,-5472,-57,True
27171,-7036,-3221,-51,False
27172,-98,264,2,False
27173,-202,1068,-29,True
27174,2842,5260,125,True
27175,876,-439,47,True
27176,-4707,-3085,-17,False
27177,2574,-3155,38,False
27178,-1039,-2658,-25,False
27179,5706,819,22,True
27180,3470,5296,16,True
27181,-2477,-3161,-46,False
27182,2569,1748,14,True
27183,-3953,-1812,-78,False
27184,2572,3734,17,True
27185,7988,4781,40,True
27186,-6475,-4741,-66,True
27187,3773,5926,53,False
27188,4265,4034,43,True
27189,3927,1021,59,True
27190,-4239,-1998,-10,False
27191,1449,-2499,-12,True
27192,-1644,-2036,-30,False
27193,-1358,-2453,71,True
27194,6722,6811,86,True
27195,-2577,-2224,-135,False
27196,2549,2612,88,True
27197,-504,-1665,4,False
27198,1418,1077,76,False
27199,2486,1786,76,True
27200,-1594,-5734,-10,False
27201,-187,611,21,True
27202,-1518,-3425,-8,False
27203,6344,5346,0,True
27204,3664,4038,42,True
27205,-99,775,-9,False
27207,-70,-163,-23,True
27208,-1366,-1352,-1,True
27209,-271,908,53,False
27210,-16,-4260,-40,False
27211,7843,6909,-4,True
27212,4607,5268,-16,True
27213,3532,1396,10,True
27214,966,2170,-58,False
27215,-1371,-2383,-4,False
27216,2499,3016,66,False
27217,2814,3138,37,True
27218,2996,1445,5,True
27220,-4927,-5916,-8,False
27221,-1148,-3159,51,False
27222,3867,1581,10,True
27223,2416,2449,-24,True
27224,5592,4632,109,True
27225,813,-642,34,False
27226,-336,-3114,-46,True
27227,-9028,-10324,-95,False
27228,-2334,-2125,26,False
27229,-2078,-2254,-30,False
27230,184,-2075,-29,False
27231,3534,5484,-12,True
27232,-180,980,17,False
27233,-313,1579,21,False
27234,1471,-1121,20,True
27235,5200,5000,54,False
27236,3668,3928,1,True
27237,791,1127,-16,False
27238,-4460,-1310,-63,False
27239,1519,2637,0,True
27240,436,-474,4,True
27241,-1618,-2812,-58,True
27242,-3791,-3499,14,False
27243,-335,1003,-37,True
27244,101,460,54,True
27245,7899,2884,36,True
27246,3731,4985,43,True
27247,2435,1218,9,False
27248,-8096,-8783,-57,False
27249,-3101,-936,-82,True
27250,4391,1682,63,True
27251,-1992,-4768,-55,False
27252,-3046,-6508,54,True
27253,-5782,-799,-110,False
27254,613,-1404,15,False
27255,-6436,-4474,-35,False
27256,5106,5948,128,True
27257,-1161,-1996,2,False
27258,-5928,-8487,-99,False
27259,-3508,-792,-26,False
27260,3833,3479,47,True
27261,1584,864,89,True
27262,-5350,-4198,-52,False
27263,565,-30,31,False
27264,-2645,-1398,-54,False
27265,12911,8740,-2,True
27266,-2219,-2353,-4,False
27267,-1697,-1047,1,False
27268,-4735,-376,-65,True
27269,2104,1933,3,False
27270,3474,2174,31,True
27271,2521,483,12,True
27272,6062,4086,33,True
27273,-9309,-8488,-50,False
27274,1726,2851,-70,True
27275,-10774,-13531,-29,False
27276,1947,1540,54,False
27277,2018,238,34,False
27278,4400,3935,48,True
27279,-2054,155,38,True
27280,29,-3220,-15,False
27281,3884,2371,11,True
27282,3493,1850,59,True
27283,972,1839,59,False
27284,989,-843,13,True
27285,561,366,-20,False
27286,4883,-6,76,True
27287,4691,1911,-2,True
27288,971,1083,84,True
27289,-702,-2551,52,False
27290,965,84,47,False
27291,6604,5768,45,True
27292,1651,1988,20,True
27293,1920,-1852,-35,True
27294,4125,3138,49,False
27295,-4414,-6333,-60,False
27296,-4490,-3601,8,True
27297,2299,3908,16,True
27298,-1782,-3804,60,False
27299,-1880,-326,-30,True
27300,9367,8203,58,True
27301,-8504,-4521,-106,False
27302,2865,5766,-17,True
27303,-1440,-479,20,True
27304,-7363,-6701,-42,False
27305,-664,110,19,True
27307,-1461,-1992,-19,True
27308,-1439,-3739,-50,False
27309,-3719,-4075,-45,False
27310,7758,8614,43,True
27311,2096,2956,-16,True
27312,-12025,-8122,-82,False
27313,3708,4894,32,True
27314,7149,7531,13,True
27315,8471,6105,21,True
27316,-6681,-6703,-92,False
27317,3370,1392,0,True
27318,2192,3094,-4,True
27319,10174,7052,54,True
27320,-2732,-4634,-1,False
27321,1669,-925,43,False
27322,-483,-945,-37,False
27324,1268,396,39,False
27325,-2713,-2776,11,True
27326,3862,662,92,True
27327,-6527,-6169,-26,False
27328,5170,3281,34,True
27329,7130,10194,83,True
27330,-6897,-6496,-17,False
27331,-4972,-4476,-52,True
27332,5468,2848,58,False
27333,-223,-752,30,False
27334,4172,2739,-16,True
27335,-3817,-1249,-59,True
27336,-10997,-14286,-56,False
27337,-751,-491,-57,False
27338,-934,-1700,-21,False
27339,2203,3709,19,False
27340,-5640,-3380,-64,True
27342,-401,-61,-12,False
27343,3702,3174,29,True
27344,238,-1205,-2,True
27345,1215,1355,-7,False
27346,4686,2515,-19,True
27347,-8159,-6521,-108,False
27349,6028,7046,50,True
27350,6202,5092,81,True
27351,7431,2774,66,True
27352,5788,4553,53,True
27353,-2312,-779,-111,False
27354,-3209,-4068,-13,False
27355,-3341,-5203,-6,False
27356,-7073,-10302,-130,False
27357,-2410,-3483,-18,True
27358,-12632,-12875,-86,False
27359,3067,3279,45,True
27360,-2681,-955,17,True
27361,3283,4054,2,True
27362,-179,-174,28,False
27363,10425,8464,33,True
27364,4823,7792,49,True
27365,723,-2939,-24,False
27366,-1810,-2010,-55,True
27367,-2141,-1017,6,False
27368,791,4488,29,False
27369,943,2850,-47,False
27370,-5831,-5449,-50,False
27371,1294,2366,-11,True
27372,4517,4609,13,True
27373,-9272,-5464,-6,True
